"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL177";"AMIKACIN";"AMIKACIN|AMIKACINUM|Amikacin|Amikin|BAY 41-6551|LUKADIN|NSC-177001|POTENTOX";"BAY 41-6551|NSC-177001";"4.0";"Igi Laboratories Inc|Hospira Worldwide, Inc|Fresenius Kabi Usa Llc|Apothecon Inc Div Bristol Myers Squibb|Sagent Pharmaceuticals Inc|Hospira Inc|Insmed Inc|Abbott Laboratories|Teva Pharmaceuticals Usa|Emcure Pharmaceuticals Ltd";"'-kacin'";"1973";"antibiotics obtained from Streptomyces kanamyceticus (related to kanamycin)";"'-kacin(-kacin)'";"1981";"S01AA21 | D06AX12 | J01GB06";"S01AA - Antibiotics | D06AX - Other antibiotics for topical use | J01GB - Other aminoglycosides";"S01A - ANTIINFECTIVES | D06A - ANTIBIOTICS FOR TOPICAL USE | J01G - AMINOGLYCOSIDE ANTIBACTERIALS";"S01 - OPHTHALMOLOGICALS | D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"S - SENSORY ORGANS | D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"US-7718189-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O"
"CHEMBL1201046";"CEFORANIDE";"BL-S786|CEFORANIDE|NSC-760049|Precef";"BL-S786|NSC-760049";"4.0";"Apothecon Inc Div Bristol Myers Squibb|Bristol Laboratories Inc Div Bristol Myers Co";"'cef-'";"1978";"cephalosporins";"'cef-(cef-)'";"1984";"J01DC11";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12"
"CHEMBL1201195";"CEFMETAZOLE";"CEFMETAZOLE|U-72791";"U-72791";"4.0";"Pharmacia And Upjohn Co";"'cef-'";"1987";"cephalosporins";"'cef-(cef-)'";"1989";"J01DC09";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21"
"CHEMBL1443";"NAFCILLIN";"NAFCILLIN|Nafcillin|Nallpen|Unipen";"";"4.0";"Wytells Pharma Private Ltd|Wyeth Ayerst Laboratories|Steriscience Pte Ltd|Glaxosmithkline|Apothecon Inc Div Bristol Myers Squibb|Sagent Pharmaceuticals Inc|Sandoz Inc|Istituto Biochimico Italiano Spa|Watson Laboratories Inc|Fresenius Kabi Ipsum Srl";"'-cillin'";"1963";"penicillins";"'-cillin(-cillin)'";"1965";"J01CF06";"J01CF - Beta-lactamase resistant penicillins";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O"
"CHEMBL1434";"MINOCYCLINE";"MINOCYCLINE|Minocycline";"";"4.0";"Alkem Laboratories Ltd|Orapharma Inc|County Line Pharmaceuticals Llc|Sun Pharmaceutical Industries Inc|Watson Laboratories Inc|Mylan Pharmaceuticals Inc|Impax Laboratories Inc|Zydus Pharmaceuticals Usa Inc|Torrent Pharmaceuticals Ltd|Rising Pharma Holdings Inc";"'-cycline'";"1966";"antibiotics (tetracycline derivatives)";"'-cycline(-cycline)'";"1971";"A01AB23 | D10AF07 | J01AA08";"A01AB - Antiinfectives and antiseptics for local oral treatment | D10AF - Antiinfectives for treatment of acne | J01AA - Tetracyclines";"A01A - STOMATOLOGICAL PREPARATIONS | D10A - ANTI-ACNE PREPARATIONS FOR TOPICAL USE | J01A - TETRACYCLINES";"A01 - STOMATOLOGICAL PREPARATIONS | D10 - ANTI-ACNE PREPARATIONS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"A - ALIMENTARY TRACT AND METABOLISM | D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"US-6682348-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"1";"0";"Prescription Only";"CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O"
"CHEMBL1384";"KANAMYCIN";"KANAMYCIN|KANAMYCINS|Kanamycin";"";"4.0";"Fresenius Kabi Usa Llc|Warner Chilcott Div Warner Lambert Co|Apothecon Inc Div Bristol Myers Squibb|Solopak Laboratories Inc|Watson Laboratories Inc|Pharmafair Inc|Loch Pharmaceuticals Inc|Abraxis Pharmaceutical Products|International Medication Systems Ltd|Hikma Pharmaceuticals Usa Inc";"'-mycin'";"";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1973";"J01GB04 | S01AA24 | A07AA08";"J01GB - Other aminoglycosides | S01AA - Antibiotics | A07AA - Antibiotics";"J01G - AMINOGLYCOSIDE ANTIBACTERIALS | S01A - ANTIINFECTIVES | A07A - INTESTINAL ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS | A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O"
"CHEMBL1440";"TETRACYCLINE";"ACHROMYCIN V|Achromycin|Cyclopar|E701|ECONOMYCIN|Liquamycin|NSC-108579|PANMYCIN|SUPRAMYCIN|SUSTAMYCIN|TETRABID ORGANON|TETRACYCLINE|Tetracycline|Tetracyn|Vetquamycin";"NSC-108579";"4.0";"Sun Pharmaceutical Industries Inc|Avet Pharmaceuticals Inc|Watson Laboratories Inc|Abbott Laboratories Pharmaceutical Products Div|Shire Development Inc|Purepac Pharmaceutical Co|Mm Mast And Co|Mylan Pharmaceuticals Inc|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Allergan Sales Llc";"'-cycline'";"";"antibiotics (tetracycline derivatives)";"'-cycline(-cycline)'";"2006";"D06AA04 | S03AA02 | S01AA09 | S02AA08 | A01AB13 | J01AA07";"D06AA - Tetracycline and derivatives | S03AA - Antiinfectives | S01AA - Antibiotics | S02AA - Antiinfectives | A01AB - Antiinfectives and antiseptics for local oral treatment | J01AA - Tetracyclines";"D06A - ANTIBIOTICS FOR TOPICAL USE | S03A - ANTIINFECTIVES | S01A - ANTIINFECTIVES | S02A - ANTIINFECTIVES | A01A - STOMATOLOGICAL PREPARATIONS | J01A - TETRACYCLINES";"D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | S03 - OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS | S01 - OPHTHALMOLOGICALS | S02 - OTOLOGICALS | A01 - STOMATOLOGICAL PREPARATIONS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"D - DERMATOLOGICALS | S - SENSORY ORGANS | S - SENSORY ORGANS | S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Anti-Amebic; Antirickettsial; Antibacterial,Antibacterial,Antibacterial; Anti-Amebic; Antirickettsial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL1650559";"PLAZOMICIN";"ACHN-490|PLAZOMICIN";"ACHN-490";"4.0";"Cipla Usa Inc";"'-micin'";"2011";"antibiotics (Micromonospora strains)";"'-micin(-micin)'";"2018";"J01GB14";"J01GB - Other aminoglycosides";"J01G - AMINOGLYCOSIDE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-8383596-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O"
"CHEMBL819";"OXACILLIN";"OXACILLIN|OXAZOCILLINE|Oxacillin|Prostaphlin";"";"4.0";"Elkins Sinn Div Ah Robins Co Inc|Wytells Pharma Private Ltd|Fresenius Kabi Usa Llc|Piramal Critical Care Inc|Steriscience Pte Ltd|Glaxosmithkline|Teva Pharmaceuticals Usa Inc|Wockhardt Bio Ag|Sandoz Inc|Sagent Pharmaceuticals Inc";"'-cillin'";"1962";"penicillins";"'-cillin(-cillin)'";"1971";"J01CF04";"J01CF - Beta-lactamase resistant penicillins";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O"
"CHEMBL453514";"SPIRAMYCIN";"ACETYLSPIRAMYCIN|IL 5902|IL-5902|NSC-55926|NSC-64393|NSC-758472|ROVAMICINA|ROVAMYCINE|ROVAMYCINE 250|RP 5337|RP-5337|Rovamycin|SELECTOMYCIN|SPIRAMYCIN|Spiramycin I";"IL 5902|IL-5902|NSC-55926|NSC-64393|NSC-758472|RP 5337|RP-5337";"4.0";"";"'-mycin'";"1962";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"";"J01FA02";"J01FA - Macrolides";"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O"
"CHEMBL174";"AMPICILLIN";"AMFIPEN|AMINOBENZYLPENICILLIN|AMINOBENZYLPENICILLIN TRIHYDRATE|AMPICILLIN|AMPICILLIN (ANHYDROUS)|AMPICILLIN ANHYDROUS|AMPICILLIN HYDRATE|AMPICILLIN TRIHYDRATE|AMPICILLIN, ANHYDROUS|AMPICILLIN/AMPICILLIN TRIHYDRATE|AMPICILLINUM|AMPILAR|ANHYDROUS AMPICILLIN|AY-6108|Alpha-Aminobenzylpenicillin|Amcill|Ampicillin|BRITCIN|BRL-1341|NSC-528986|OMNIPEN (AMPICILLIN)|Omnipen|Omnipen-N|P-50|PENBRITIN|PFIZERPEN-A|POLY-CILLIN|PRINCIPEN '125'|PRINCIPEN '250'|PRINCIPEN '500'|Penbritin|Penbritin-S|Pfizerpen-A|Polycillin|Polycillin-N|Polycillin-Prb|Principen|Probampacin|REDICILIN|SEMICILLIN|TOKIOCILLIN|TOTACILLIN|Totacillin|Totacillin-N|ULTRABION|VIDOPEN|WY 5103";"AY-6108|BRL-1341|NSC-528986|P-50|WY 5103";"4.0";"Dava Pharmaceuticals Inc|Vitarine Pharmaceuticals Inc|Glaxosmithkline|Hq Specialty Pharma Corp|Watson Laboratories Inc|Mylan Pharmaceuticals Inc|Purepac Pharmaceutical Co|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Cosette Pharmaceuticals Inc|Antibiotice Sa";"'-cillin'";"1962";"penicillins";"'-cillin(-cillin)'";"1965";"J01CA01 | J01CA51 | S01AA19";"J01CA - Penicillins with extended spectrum | J01CA - Penicillins with extended spectrum | S01AA - Antibiotics";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS | J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL1167";"SPECTINOMYCIN";"ACTINOSPECTACIN|ADSPEC|CHX-3101|PROSPEC|SPECTINOMYCIN|Spectinomycin|Trobicin";"CHX-3101";"4.0";"Pfizer Inc";"'-mycin'";"1962";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1971";"J01XX04";"J01XX - Other antibacterials";"J01X - OTHER ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O"
"CHEMBL372795";"STREPTOMYCIN";"Chemform|Gerox|NSC-14083|STREPTOMYCIN|Strepcen";"NSC-14083";"4.0";"John D Copanos And Co Inc|Pfizer Laboratories Div Pfizer Inc|Xgen Pharmaceuticals Djb Inc|Eli Lilly And Co";"'-mycin'";"";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1946";"J01GA01 | A07AA04 | A07AA54";"J01GA - Streptomycins | A07AA - Antibiotics | A07AA - Antibiotics";"J01G - AMINOGLYCOSIDE ANTIBACTERIALS | A07A - INTESTINAL ANTIINFECTIVES | A07A - INTESTINAL ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM";"Antibacterial (tuberculostatic)";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O"
"CHEMBL1951095";"ERAVACYCLINE";"ERAVACYCLINE|TP-434";"TP-434";"4.0";"Tetraphase Pharmaceuticals Inc";"'-cycline'";"2012";"antibiotics (tetracycline derivatives)";"'-cycline(-cycline)'";"2018";"J01AA13";"J01AA - Tetracyclines";"J01A - TETRACYCLINES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-8796245-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12"
"CHEMBL1136";"TELITHROMYCIN";"HMR 3647|HMR-3647|Ketek|LEVVIAX|NSC-758940|TELITHROMYCIN";"HMR 3647|HMR-3647|NSC-758940";"4.0";"Sanofi Aventis Us Llc";"'-mycin'";"2004";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"2004";"J01FA15";"J01FA - Macrolides";"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C"
"CHEMBL1614637";"PHENETHICILLIN";".ALPHA.-PHENOXYETHYLPENICILLIN|ALFACILIN|FENETICILLIN|NSC-117548|PHENETICILLIN|SYNTHEPEN";"NSC-117548";"4.0";"";"'-cillin'";"";"penicillins";"'-cillin(-cillin)'";"";"J01CE05";"J01CE - Beta-lactamase sensitive penicillins";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O"
"CHEMBL262777";"VANCOMYCIN";"VANCOMYCIN|Vancoled|Vancomycin|Vancor";"";"4.0";"Watson Laboratories Inc|Orient Pharma Co Ltd|Xellia Pharmaceuticals Aps|Emcure Pharmaceuticals Ltd|Akorn Operating Co Llc|Aspiro Pharma Ltd|Fresenius Kabi Usa Llc|Steriscience Pte Ltd|Hainan Poly Pharm Co Ltd|Hospira Inc";"'-mycin'";"";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1964";"S01AA28 | A07AA09 | J01XA01";"S01AA - Antibiotics | A07AA - Antibiotics | J01XA - Glycopeptide antibacterials";"S01A - ANTIINFECTIVES | A07A - INTESTINAL ANTIINFECTIVES | J01X - OTHER ANTIBACTERIALS";"S01 - OPHTHALMOLOGICALS | A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"US-10039804-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"1";"0";"1";"Prescription Only";"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O"
"CHEMBL528";"CEFTIZOXIME";"CEFTIZOXIME|Cefizox|Ceftizoxime|FK-749";"FK-749";"4.0";"Astellas Pharma Us Inc";"'cef-'";"1980";"cephalosporins";"'cef-(cef-)'";"1983";"J01DD07";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1"
"CHEMBL1644";"CEFADROXIL";"ANHYDROUS CEFADROXIL|BAXAN|BL-S578|CEFADROXIL|CEFADROXIL (AS MONOHYDRATE)|CEFADROXIL ANHYDROUS|CEFADROXIL HYDRATE|CEFADROXIL MONOHYDRATE|CEFADROXIL/CEFADROXIL HEMIHYDRATE|Cefadrops|Cefadroxil|Cefadroxil/cefadroxil hemihydrate|Cefatabs|DURACEF|Duricef|MJF 11567-3|MJF-11567-3|NSC-756664|Ultracef";"BL-S578|MJF 11567-3|MJF-11567-3|NSC-756664";"4.0";"Teva Pharmaceuticals Usa Inc|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Warner Chilcott Inc|Ranbaxy Pharmaceuticals Inc|Apothecon Inc Div Bristol Myers Squibb|Sandoz Inc|Sun Pharmaceutical Industries Ltd|Cspc Ouyi Pharmaceutical Co Ltd|Orchid Healthcare|Aurobindo Pharma Ltd";"'cef-'";"1974";"cephalosporins";"'cef-(cef-)'";"1978";"J01DB05";"J01DB - First-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1"
"CHEMBL1599";"CEPHAPIRIN";"CEFAPIRIN|Cephapirin";"";"4.0";"Apothecon Inc Div Bristol Myers Squibb|Hikma Pharmaceuticals Usa Inc|Abraxis Pharmaceutical Products";"";"1970";"";"";"1974";"J01DB08";"J01DB - First-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1"
"CHEMBL439";"SULFADIAZINE";"Adiazine|Coco-diazine|Diazyl|NSC-35600|SSD|SULFACOMBIN|SULFADIAZINE|SULFADIAZINE (TRISULFAPYRIMIDINES)|SULPHADIAZINE|Sildaflo|Silvadene|Sulfadiazine|Sulfapyrimidine|Sulfolex|Sulphadiazine|Thermazene";"NSC-35600";"4.0";"Thepharmanetwork Llc|Wyeth Ayerst Laboratories|Bristol Myers Squibb Co|Lederle Laboratories Div American Cyanamid Co|Dr Reddys Laboratories Louisiana Llc|King Pharmaceuticals Llc|Alpharma Us Pharmaceuticals Division|Pal Pak Inc|Epic Pharma Inc|Forest Pharmaceuticals Inc";"'sulfa-'";"1975";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1941";"J01EC02";"J01EC - Intermediate-acting sulfonamides";"J01E - SULFONAMIDES AND TRIMETHOPRIM";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Anti-Infective, Topical,Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"1";"0";"Prescription Only";"Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1"
"CHEMBL506110";"SULTAMICILLIN";"BACIMEX|CP-49,952|CP-49952|SULTAMICILLIN|SULTAMICILLIN TOSILATE|SULTAMICILLIN TOSYLATE|UNACID|UNASYN|VD-1827";"CP-49,952|CP-49952|VD-1827";"4.0";"";"'-cillin'";"1982";"penicillins";"'-cillin(-cillin)'";"";"J01CR04";"J01CR - Combinations of penicillins, incl. beta-lactamase inhibitors";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"0";"0";"0";"0";"Unknown";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C"
